"SITE_ID","YEAR","SEASON","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"BBE401","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","0.629","2.977","0.631","0.83","1.448","0.781","0.524","0.246","0.051","0.052",""
"THR422","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","0.737","1.023","0.194","0.817","0.999","0.355","0.275","0.056","0.048","0.049","0.015"
"WST109","1997.0","SU","06/03/1997 09:00:00","09/02/1997 08:00:00","0.833","3.466","0.117","0.757","0.862","1.005","","","","",""
"CDR119","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.507","1.136","0.25","0.529","0.771","0.406","0.179","0.059","0.033","0.068","0.037"
"CNT169","2020.0","SP","03/03/2020 09:00:00","06/02/2020 08:00:00","0.113","0.341","0.159","0.185","0.342","0.134","0.083","0.024","0.014","0.016","0.013"
"MCK231","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","3.032","2.973","0.688","1.098","1.769","1.137","0.238","0.033","0.028","0.08","0.034"
"HWF187","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","0.994","1.039","0.403","0.352","0.749","0.387","0.042","0.136","0.018","0.027","0.068"
"ABT147","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","2.019","1.312","0.769","0.805","1.561","0.551","0.059","0.286","0.023","0.057","0.233"
"VII423","2000.0","SP","02/29/2000 09:00:00","05/30/2000 08:00:00","","","","","","","","","","",""
"EGB181","1998.0","WI","12/02/1997 09:00:00","03/03/1998 08:00:00","6.377","2.409","3.276","0.661","3.926","1.531","","","","",""
"CTH110","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.287","0.735","0.459","0.34","0.794","0.365","0.091","0.044","0.017","0.046","0.041"
"PAL190","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","0.978","1.718","1.029","0.622","1.641","0.472","1.212","0.185","0.149","0.19","0.116"
"SUM156","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.298","1.358","0.555","0.375","0.924","0.268","0.168","0.636","0.094","0.082","0.551"
"EVE419","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.37","1.389","0.931","0.257","1.184","0.177","0.253","1.301","0.166","0.091","1.744"
"GTH161","1993.0","WI","12/01/1992 09:00:00","03/02/1993 08:00:00","0.191","0.459","0.035","0.179","0.211","0.126","","","","",""
"BWR139","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","6.175","3.844","1.202","1.732","2.9","1.411","0.132","0.354","0.06","0.075","0.136"
"DEV412","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","0.67","1.451","0.467","1.574","2.017","0.515","0.306","0.159","0.049","0.071",""
"MCK231","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","2.884","2.173","2.112","0.985","3.081","1.302","0.209","0.091","0.027","0.057","0.054"
"GAS153","1989.0","FA","08/29/1989 09:00:00","11/28/1989 08:00:00","6.738","5.343","0.469","1.902","2.341","1.716","","","","",""
"PNF126","1998.0","FA","09/01/1998 09:00:00","12/01/1998 08:00:00","3.969","4.986","0.268","1.792","2.032","1.384","","","","",""
"BFT142","1994.0","SP","03/01/1994 09:00:00","05/31/1994 08:00:00","3.317","4.384","1.444","1.085","2.512","0.948","","","","",""
"UVL124","2020.0","SU","06/02/2020 09:00:00","09/01/2020 08:00:00","0.539","0.893","0.371","0.928","1.284","0.369","0.425","0.023","0.081","0.075","0.033"
"CAD150","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","0.673","2.892","0.71","0.814","1.511","0.819","0.207","0.433","0.07","0.118","0.086"
"LRL117","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","7.681","8.453","0.069","1.248","1.297","2.208","0.173","0.028","0.028","0.071","0.031"
"SEK430","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.762","0.904","1.151","1.641","2.765","0.432","0.268","0.179","0.055","0.116","0.039"
"LRL117","2017.0","SP","02/28/2017 09:00:00","05/30/2017 08:00:00","0.97","1.158","0.435","0.631","1.056","0.447","0.175","0.079","0.025","0.046","0.049"
"VPI120","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.507","0.867","0.415","0.508","0.915","0.362","0.125","0.059","0.024","0.042","0.04"
"CKT136","2003.0","SP","03/04/2003 09:00:00","06/03/2003 08:00:00","5.784","4.245","0.305","2.373","2.64","1.274","0.208","0.065","0.035","0.066",""
"ASH135","1995.0","SP","02/28/1995 09:00:00","05/30/1995 08:00:00","0.76","1.396","0.277","0.329","0.601","0.324","","","","",""
"SAV164","1990.0","SU","05/29/1990 09:00:00","09/04/1990 08:00:00","0.318","0.512","0.236","0.497","0.725","0.221","","","","",""
"BVL130","1997.0","WI","12/03/1996 09:00:00","03/04/1997 08:00:00","10.011","3.481","3.865","1.537","5.378","2.116","","","","",""
"MCK131","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","9.224","2.835","2.034","1.899","3.904","1.313","0.239","0.167","0.038","0.062","0.093"
"CAN407","2000.0","SU","05/30/2000 09:00:00","08/29/2000 08:00:00","0.405","0.922","0.231","1.331","1.541","0.331","0.286","0.064","0.039","0.048",""
"KEF112","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","3.988","5.55","0.082","1.212","1.275","1.462","0.155","0.032","0.032","0.064","0.032"
"DEN417","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","1.197","0.337","0.059","0.084","0.141","0.065","0.018","0.056","0.011","0.009","0.05"
"CON186","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","0.196","0.583","0.581","1.286","1.847","0.253","0.117","0.113","0.027","0.031","0.024"
"SHN418","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","3.241","6.16","0.134","1.583","1.692","1.881","0.187","0.049","0.033","0.059","0.03"
"BUF603","2020.0","FA","09/01/2020 09:00:00","12/01/2020 08:00:00","0.274","0.41","0.155","0.383","0.532","0.169","0.198","0.028","0.03","0.06","0.016"
"BEL116","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","6.65","8.308","0.214","3.161","3.325","2.664","0.209","0.152","0.049","0.087",""
"CHE185","2022.0","SP","03/01/2022 09:00:00","05/31/2022 08:00:00","0.381","1.296","0.76","0.653","1.403","0.428","0.363","0.262","0.057","0.091","0.14"
"CTH110","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","1.197","1.178","1.042","0.689","1.719","0.631","0.107","0.117","0.019","0.033","0.11"
"WSP144","2004.0","SP","03/02/2004 09:00:00","06/01/2004 08:00:00","6.417","4.729","1.197","3.23","4.376","1.628","0.195","0.312","0.069","0.063","0.091"
"IRL141","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.554","1.703","1.379","0.198","1.574","0.276","0.326","3.228","0.407","0.173","6.265"
"CAN407","1996.0","WI","11/28/1995 09:00:00","02/27/1996 08:00:00","0.879","0.42","0.248","0.932","1.165","0.13","","","","",""
"KEF112","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","1.163","1.102","1.087","0.569","1.648","0.595","0.12","0.093","0.023","0.035","0.058"
"PED108","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.958","2.189","0.316","0.575","0.882","0.648","0.163","0.184","0.032","0.085","0.077"
"PRK134","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","0.648","1.346","0.628","0.696","1.313","0.557","0.301","0.055","0.059","0.059","0.038"
"SPD111","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","4.465","5.414","0.907","1.591","2.472","1.608","1.056","0.096","0.052","0.094",""
"ACA416","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.525","0.703","0.318","0.29","0.604","0.185","0.06","0.389","0.053","0.037","0.482"
"WST109","1998.0","SP","03/03/1998 09:00:00","06/02/1998 08:00:00","1.187","1.824","0.16","0.661","0.81","0.527","","","","",""
"CON186","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","0.311","1.177","0.939","3.113","4.002","0.401","0.205","0.261","0.054","0.093","0.014"
"EVE419","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","","","","","","","","","","",""
"PAR107","1994.0","SP","03/01/1994 09:00:00","05/31/1994 08:00:00","13.044","4.968","0.694","1.88","2.543","1.401","","","","",""
"COW137","1990.0","SP","02/27/1990 09:00:00","05/29/1990 08:00:00","2.3","3.833","0.165","1.15","1.296","1.073","","","","",""
"GRB411","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","0.24","0.715","0.219","0.701","0.909","0.26","0.276","0.071","0.032","0.034","0.026"
"PET427","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","0.816","0.865","0.181","0.821","0.989","0.322","0.208","0.04","0.022","0.028","0.016"
"GLR468","1998.0","WI","12/02/1997 09:00:00","03/03/1998 08:00:00","1.068","0.488","0.202","0.246","0.444","0.193","","","","",""
"ASH235","1997.0","SU","06/03/1997 09:00:00","09/02/1997 08:00:00","0.626","1.816","0.186","0.392","0.572","0.504","","","","",""
"VIN140","1993.0","WI","12/01/1992 09:00:00","03/02/1993 08:00:00","26.258","5.446","3.493","2.486","5.94","2.589","","","","",""
"PIN414","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.289","0.66","0.665","0.485","1.143","0.188","0.225","0.436","0.09","0.09","0.458"
"VPI120","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","6.924","4.176","0.467","2.202","2.634","1.372","0.237","0.128","0.051","0.056","0.031"
"NCS415","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","0.168","0.542","0.11","0.226","0.333","0.2","0.024","0.045","0.009","0.045",""
"CNT169","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","0.256","0.469","0.083","0.414","0.49","0.173","0.051","0.016","0.009","0.012","0.012"
"PIN414","1997.0","SU","06/03/1997 09:00:00","09/02/1997 08:00:00","0.641","1.604","1.401","1.389","2.768","0.291","","","","",""
"CAT175","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.258","0.921","0.208","0.62","0.818","0.385","0.126","0.067","0.03","0.05","0.039"
"SAL133","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.592","1.131","1.69","0.65","2.329","0.748","0.396","0.057","0.085","0.078","0.062"
"BVL130","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","4.55","2.929","2.16","0.975","3.119","1.401","0.589","0.037","0.082","0.08","0.074"
"SAV164","1991.0","FA","09/03/1991 09:00:00","12/03/1991 08:00:00","0.235","0.443","0.178","0.365","0.537","0.193","","","","",""
"CAT175","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","1.906","2.087","0.487","1.408","1.872","0.706","0.175","0.124","0.04","0.038","0.038"
"ESP127","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","3.388","5.351","0.361","1.715","2.048","1.805","0.223","0.124","0.035","0.095",""
"STK138","2022.0","SU","05/31/2022 09:00:00","08/30/2022 08:00:00","0.41","0.913","0.568","0.85","1.405","0.326","0.748","0.041","0.192","0.081","0.033"
"ACA416","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","1.428","1.765","0.432","0.625","1.047","0.469","0.093","0.292","0.047","0.037",""
"CVL151","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","2.984","4.842","0.39","1.554","1.919","1.47","0.293","0.16","0.05","0.109","0.049"
"WNC429","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","0.467","1.09","0.221","1.355","1.554","0.399","0.312","0.023","0.035","0.07","0.014"
"ACA416","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","0.993","1.491","0.357","0.513","0.862","0.337","0.064","0.347","0.048","0.036","0.188"
"VPI120","1988.0","SP","03/01/1988 09:00:00","05/31/1988 08:00:00","10.219","5.809","0.745","3.396","4.086","","","","","",""
"BBE401","2022.0","FA","08/30/2022 09:00:00","11/29/2022 08:00:00","0.283","0.941","0.423","0.442","0.857","0.301","0.421","0.081","0.024","0.033","0.021"
"SAL133","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","4.626","4.535","2.695","2.129","4.791","2.073","0.463","0.054","0.117","0.099",""
"SPD111","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.872","2.074","0.323","0.587","0.9","0.709","0.284","0.022","0.022","0.088","0.033"
"CDR119","1988.0","FA","08/30/1988 09:00:00","11/29/1988 08:00:00","8.589","4.807","0.278","1.124","1.384","1.377","0.159","0.063","0.031","0.19",""
"PAR107","1988.0","SP","03/01/1988 09:00:00","05/31/1988 08:00:00","","","","","","","","","","",""
"CAD150","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","0.624","1.578","0.29","0.63","0.91","0.463","0.264","0.145","0.045","0.084","0.044"
"ROM206","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","0.276","0.33","0.202","0.307","0.505","0.167","0.021","0.015","0.003","0.007","0.022"
"MCK231","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.735","1.292","1.779","0.792","2.558","0.862","0.179","0.078","0.025","0.053","0.047"
"KEF112","2022.0","SP","03/01/2022 09:00:00","05/31/2022 08:00:00","0.455","0.843","0.357","0.521","0.87","0.305","0.178","0.075","0.036","0.04","0.034"
"ASH135","1995.0","WI","11/29/1994 09:00:00","02/28/1995 08:00:00","2.354","1.487","0.475","0.534","1.0","0.399","","","","",""
"NIC001","2021.0","WI","12/01/2020 09:00:00","03/02/2021 08:00:00","0.187","0.629","0.725","0.233","0.955","0.384","0.053","0.055","0.009","0.028","0.036"
"SUM256","1992.0","WI","12/03/1991 09:00:00","03/03/1992 08:00:00","","2.684","0.418","","","0.706","","","","",""
"HVT424","2000.0","SP","02/29/2000 09:00:00","05/30/2000 08:00:00","21.822","2.153","0.192","0.103","0.293","0.163","0.062","0.631","0.084","0.043",""
"CDR119","1991.0","WI","12/04/1990 09:00:00","02/26/1991 08:00:00","16.738","3.426","0.32","1.476","1.772","1.046","","","","",""
"CDZ171","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","1.614","1.322","1.121","0.97","2.076","0.649","0.189","0.106","0.025","0.043","0.067"
"GAS153","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.519","2.132","0.215","0.749","0.952","0.624","0.145","0.129","0.038","0.092","0.033"
"GAS153","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","4.205","5.712","0.263","1.603","1.841","1.831","0.123","0.146","0.032","0.08","0.035"
"SUM156","2020.0","SP","03/03/2020 09:00:00","06/02/2020 08:00:00","0.253","1.504","0.641","0.387","1.022","0.249","0.163","0.785","0.107","0.095","0.656"
"BWR139","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","8.927","3.18","2.505","1.209","3.695","1.634","0.107","0.36","0.05","0.063","0.218"
"CDZ171","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","5.452","4.068","1.934","2.046","3.948","1.725","0.371","0.226","0.066","0.083",""
"LYK123","1995.0","WI","11/29/1994 09:00:00","02/28/1995 08:00:00","13.498","3.712","5.17","1.433","6.58","2.409","","","","",""
"BWR139","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","5.134","7.653","0.295","2.658","2.911","2.389","0.125","0.346","0.061","0.083","0.107"
"PAR107","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","9.16","2.64","0.824","1.296","2.099","0.717","0.427","0.098","0.036","0.098","0.055"
"LAV410","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.16","0.085","0.043","0.065","0.107","0.034","0.014","0.026","0.004","0.009","0.028"
"HOW191","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","0.85","1.119","0.455","0.414","0.863","0.456","0.041","0.175","0.02","0.048","0.13"
"SPD111","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.563","1.655","0.436","0.519","0.947","0.576","0.29","0.039","0.031","0.057","0.04"
"OXF122","1988.0","FA","08/30/1988 09:00:00","11/29/1988 08:00:00","14.236","5.252","1.696","2.183","3.844","2.138","0.397","0.08","0.08","0.138",""
"KEF112","1992.0","SP","03/03/1992 09:00:00","06/02/1992 08:00:00","10.287","4.345","0.255","2.505","2.72","1.239","","","","",""
"LRL117","2021.0","FA","08/31/2021 09:00:00","11/30/2021 08:00:00","0.403","0.972","0.283","0.361","0.638","0.36","0.162","0.037","0.023","0.057","0.033"
"MCK131","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","6.442","4.747","1.981","2.349","4.293","2.018","0.375","0.154","0.066","0.079",""
"NCS415","1998.0","SU","06/02/1998 09:00:00","09/01/1998 08:00:00","0.498","1.233","0.145","0.62","0.756","0.379","","","","",""
"EGB181","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","3.889","2.971","2.324","1.08","3.387","1.344","0.76","0.067","0.078","0.06",""
"PED108","1993.0","FA","08/31/1993 09:00:00","11/30/1993 08:00:00","5.794","4.548","0.281","1.807","2.06","1.319","","","","",""
"THR422","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.751","0.704","0.866","0.322","1.183","0.452","0.079","0.042","0.014","0.017","0.037"
"GTH161","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","0.193","0.473","0.084","0.204","0.285","0.174","0.059","0.018","0.01","0.015","0.012"
"COW137","1998.0","FA","09/01/1998 09:00:00","12/01/1998 08:00:00","1.194","4.405","0.123","0.756","0.867","1.309","","","","",""
"CDZ171","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","3.307","7.042","0.294","2.302","2.559","2.163","0.293","0.112","0.049","0.104",""
"NCS415","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","0.406","1.091","0.203","0.632","0.825","0.32","0.045","0.156","0.026","0.045",""
"SEK430","2022.0","SP","03/01/2022 09:00:00","05/31/2022 08:00:00","0.72","0.97","1.096","0.95","2.031","0.421","0.275","0.267","0.07","0.101","0.092"
"MAC426","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.56","1.228","0.821","0.907","1.713","0.563","0.232","0.101","0.036","0.076","0.035"
"PRK134","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","0.614","1.587","0.344","0.741","1.074","0.592","0.239","0.014","0.051","0.055","0.033"
"ANA115","1998.0","WI","12/02/1997 09:00:00","03/03/1998 08:00:00","9.174","3.089","3.204","1.384","4.566","1.825","","","","",""
"UND002","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.165","0.566","0.099","0.311","0.405","0.215","0.127","0.023","0.022","0.043","0.016"
"WSP144","2011.0","WI","11/30/2010 09:00:00","03/01/2011 08:00:00","6.186","2.292","2.469","1.109","3.56","1.302","0.161","0.364","0.035","0.068","0.235"
"CAN407","2003.0","SP","03/04/2003 09:00:00","06/03/2003 08:00:00","0.355","0.732","0.269","0.669","0.927","0.251","0.299","0.056","0.036","0.05",""
"DEN417","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","0.382","0.516","0.07","0.075","0.144","0.154","0.034","0.039","0.014","0.014","0.029"
"CVL151","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.21","1.239","0.279","0.399","0.671","0.356","0.15","0.151","0.043","0.085","0.065"
"HOW132","1993.0","FA","08/31/1993 09:00:00","11/30/1993 08:00:00","2.009","1.855","0.246","0.739","0.974","0.479","","","","",""
"ANL146","1989.0","SP","02/28/1989 09:00:00","05/30/1989 08:00:00","17.183","6.135","5.278","2.436","7.675","3.442","0.988","0.219","0.353","0.238",""
"QAK172","2020.0","SP","03/03/2020 09:00:00","06/02/2020 08:00:00","0.598","0.973","0.405","0.753","1.146","0.389","0.199","0.053","0.044","0.045","0.035"
"BBE401","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","0.684","2.226","0.58","0.6","1.171","0.696","0.745","0.219","0.062","0.085","0.03"
"PED108","1988.0","WI","12/01/1987 09:00:00","03/01/1988 08:00:00","","","","","","","","","","",""
"DIN431","2022.0","SU","05/31/2022 09:00:00","08/30/2022 08:00:00","0.253","0.499","0.21","0.58","0.781","0.161","0.423","0.078","0.068","0.046","0.056"
"WPB104","1990.0","WI","11/28/1989 09:00:00","02/27/1990 08:00:00","23.354","3.82","1.17","2.208","3.343","1.38","","","","",""
"PED108","2017.0","SP","02/28/2017 09:00:00","05/30/2017 08:00:00","0.69","1.105","0.445","0.556","0.992","0.378","0.108","0.234","0.04","0.068","0.138"
"ARE128","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","6.109","3.748","1.757","2.008","3.733","1.59","0.263","0.233","0.062","0.066","0.139"
"CKT136","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","6.486","3.1","0.503","2.214","2.681","0.923","0.138","0.092","0.02","0.045","0.038"
"BWR139","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","13.084","3.368","1.728","2.164","3.857","1.426","0.141","0.273","0.046","0.064","0.102"
"WSP144","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","4.03","5.597","0.189","2.68","2.827","1.793","0.192","0.124","0.052","0.089","0.033"
"MCK231","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","3.659","8.36","0.317","2.701","2.975","2.789","0.244","0.052","0.037","0.077",""
